vertex_id:int,label_id:int,name:string,type:string,country:string
3585,0,Labor_Union_(Brazil),Labor Union,Brazil
3586,0,Labor_Union_(Bulgaria),Labor Union,Bulgaria
3587,0,Labor_Union_(Canada),Labor Union,Canada
3588,0,Labor_Union_(China),Labor Union,China
3589,0,Labor_Union_(Colombia),Labor Union,Colombia
3590,0,Labor_Union_(Croatia),Labor Union,Croatia
3591,0,Labor_Union_(Czech_Republic),Labor Union,Czech Republic
3592,0,Labor_Union_(India),Labor Union,India
3593,0,Labor_Union_(Ireland),Labor Union,Ireland
3594,0,Labor_Union_(Kuwait),Labor Union,Kuwait
3595,0,Labor_Union_(Kyrgyzstan),Labor Union,Kyrgyzstan
3596,0,Labor_Union_(Malawi),Labor Union,Malawi
3597,0,Labor_Union_(Mexico),Labor Union,Mexico
3598,0,Labor_Union_(Namibia),Labor Union,Namibia
3599,0,Labor_Union_(New_Zealand),Labor Union,New Zealand
3600,0,Labor_Union_(Nigeria),Labor Union,Nigeria
3601,0,Labor_Union_(Peru),Labor Union,Peru
3602,0,Labor_Union_(Philippines),Labor Union,Philippines
3603,0,Labor_Union_(Slovakia),Labor Union,Slovakia
3604,0,Labor_Union_(Somalia),Labor Union,Somalia
3605,0,Labor_Union_(South_Korea),Labor Union,South Korea
3606,0,Labor_Union_(Switzerland),Labor Union,Switzerland
3607,0,Labor_Union_(Tunisia),Labor Union,Tunisia
3608,0,Labor_Union_(Ukraine),Labor Union,Ukraine
3609,0,Labor_Union_(Uruguay),Labor Union,Uruguay
3610,0,Labor_Union_(Zimbabwe),Labor Union,Zimbabwe
3611,0,Labor_and_Employment_Ministry_(Australia),Labor and Employment Ministry,Australia
3612,0,Labor_and_Employment_Ministry_(Azerbaijan),Labor and Employment Ministry,Azerbaijan
3613,0,Labor_and_Employment_Ministry_(Bahrain),Labor and Employment Ministry,Bahrain
3614,0,Labor_and_Employment_Ministry_(Bangladesh),Labor and Employment Ministry,Bangladesh
3615,0,Labor_and_Employment_Ministry_(Botswana),Labor and Employment Ministry,Botswana
3616,0,Labor_and_Employment_Ministry_(Colombia),Labor and Employment Ministry,Colombia
3617,0,Labor_and_Employment_Ministry_(Egypt),Labor and Employment Ministry,Egypt
3618,0,Labor_and_Employment_Ministry_(Kenya),Labor and Employment Ministry,Kenya
3619,0,Labor_and_Employment_Ministry_(Mongolia),Labor and Employment Ministry,Mongolia
3620,0,Labor_and_Employment_Ministry_(Nigeria),Labor and Employment Ministry,Nigeria
3621,0,"Labor_and_Employment_Ministry_(Palestinian_Territory,_Occupied)",Labor and Employment Ministry,Palestinian Territory  Occupied
3622,0,Labor_and_Employment_Ministry_(Qatar),Labor and Employment Ministry,Qatar
3623,0,Labor_and_Employment_Ministry_(Sudan),Labor and Employment Ministry,Sudan
3624,0,Labor_and_Employment_Ministry_(Tanzania),Labor and Employment Ministry,Tanzania
3625,0,Lal_Krishna_Advani,Lal Krishna Advani,Unknown
3626,0,Lal_Singh,Lal Singh,Unknown
3627,0,Lalji_Tandon,Lalji Tandon,Unknown
3628,0,Lamar_Alexander,Lamar Alexander,Unknown
3629,0,Lamberto_Dini,Lamberto Dini,Unknown
3630,0,Lameck_Mangani,Lameck Mangani,Unknown
3631,0,Lamure_Latour,Lamure Latour,Unknown
3632,0,Landowner_(Belgium),Landowner,Belgium
3633,0,Landowner_(Congo),Landowner,Congo
3634,0,Lao_Front_for_National_Construction,Lao Front for National Construction,Unknown
3635,0,Laos,Laos,Unknown
3636,0,Lapo_Pistelli,Lapo Pistelli,Unknown
3637,0,Lars_Løkke_Rasmussen,Lars Løkke Rasmussen,Unknown
3638,0,Lateef_Fagbemi,Lateef Fagbemi,Unknown
3639,0,Laura_Boldrini,Laura Boldrini,Unknown
3640,0,Laurent_Kabila,Laurent Kabila,Unknown
3641,0,Lawmaker_(Argentina),Lawmaker,Argentina
3642,0,Lawmaker_(Austria),Lawmaker,Austria
3643,0,Lawmaker_(Bolivia),Lawmaker,Bolivia
3644,0,Lawmaker_(Brazil),Lawmaker,Brazil
3645,0,Lawmaker_(Central_African_Republic),Lawmaker,Central African Republic
3646,0,Lawmaker_(Colombia),Lawmaker,Colombia
3647,0,Lawmaker_(Costa_Rica),Lawmaker,Costa Rica
3648,0,Lawmaker_(Crimea),Lawmaker,Crimea
3649,0,Lawmaker_(Cyprus),Lawmaker,Cyprus
3650,0,Lawmaker_(El_Salvador),Lawmaker,El Salvador
3651,0,Lawmaker_(Greece),Lawmaker,Greece
3652,0,Lawmaker_(Holy_See_(Vatican_City_State)),Lawmaker (Holy See,Vatican City State)
3653,0,Lawmaker_(Hong_Kong),Lawmaker,Hong Kong
3654,0,Lawmaker_(Indonesia),Lawmaker,Indonesia
3655,0,Lawmaker_(Iraq),Lawmaker,Iraq
3656,0,Lawmaker_(Jamaica),Lawmaker,Jamaica
3657,0,Lawmaker_(Japan),Lawmaker,Japan
3658,0,Lawmaker_(Kosovo),Lawmaker,Kosovo
3659,0,Lawmaker_(Latvia),Lawmaker,Latvia
3660,0,Lawmaker_(Lebanon),Lawmaker,Lebanon
3661,0,Lawmaker_(Lithuania),Lawmaker,Lithuania
3662,0,Lawmaker_(Moldova),Lawmaker,Moldova
3663,0,Lawmaker_(Namibia),Lawmaker,Namibia
3664,0,Lawmaker_(Nicaragua),Lawmaker,Nicaragua
3665,0,Lawmaker_(Poland),Lawmaker,Poland
3666,0,Lawmaker_(Russia),Lawmaker,Russia
3667,0,Lawmaker_(Serbia),Lawmaker,Serbia
3668,0,Lawmaker_(Slovakia),Lawmaker,Slovakia
3669,0,Lawmaker_(South_Korea),Lawmaker,South Korea
3670,0,Lawmaker_(South_Sudan),Lawmaker,South Sudan
3671,0,Lawmaker_(Spain),Lawmaker,Spain
3672,0,Lawmaker_(Switzerland),Lawmaker,Switzerland
3673,0,Lawmaker_(Syria),Lawmaker,Syria
3674,0,Lawmaker_(Tunisia),Lawmaker,Tunisia
3675,0,Lawmaker_(Turkey),Lawmaker,Turkey
3676,0,Lawmaker_(Ukraine),Lawmaker,Ukraine
3677,0,Lawmaker_(United_Kingdom),Lawmaker,United Kingdom
3678,0,Lawmaker_(United_States),Lawmaker,United States
3679,0,Lawmaker_(Vietnam),Lawmaker,Vietnam
3680,0,Lawmaker_(Zambia),Lawmaker,Zambia
3681,0,Lawmaker_(Zimbabwe),Lawmaker,Zimbabwe
3682,0,Lawrence_Eagleburger,Lawrence Eagleburger,Unknown
3683,0,Lawrence_Springborg,Lawrence Springborg,Unknown
3684,0,Lawyer/Attorney_(Angola),Lawyer/Attorney,Angola
3685,0,Lawyer/Attorney_(Argentina),Lawyer/Attorney,Argentina
3686,0,Lawyer/Attorney_(Australia),Lawyer/Attorney,Australia
3687,0,Lawyer/Attorney_(Belgium),Lawyer/Attorney,Belgium
3688,0,Lawyer/Attorney_(Benin),Lawyer/Attorney,Benin
3689,0,Lawyer/Attorney_(Cambodia),Lawyer/Attorney,Cambodia
3690,0,Lawyer/Attorney_(Chad),Lawyer/Attorney,Chad
3691,0,Lawyer/Attorney_(Colombia),Lawyer/Attorney,Colombia
3692,0,Lawyer/Attorney_(Costa_Rica),Lawyer/Attorney,Costa Rica
3693,0,Lawyer/Attorney_(Cuba),Lawyer/Attorney,Cuba
3694,0,Lawyer/Attorney_(Czech_Republic),Lawyer/Attorney,Czech Republic
3695,0,Lawyer/Attorney_(Denmark),Lawyer/Attorney,Denmark
3696,0,Lawyer/Attorney_(Dominican_Republic),Lawyer/Attorney,Dominican Republic
3697,0,Lawyer/Attorney_(Egypt),Lawyer/Attorney,Egypt
3698,0,Lawyer/Attorney_(Ethiopia),Lawyer/Attorney,Ethiopia
3699,0,Lawyer/Attorney_(French_Polynesia),Lawyer/Attorney,French Polynesia
3700,0,Lawyer/Attorney_(Germany),Lawyer/Attorney,Germany
3701,0,Lawyer/Attorney_(Guatemala),Lawyer/Attorney,Guatemala
3702,0,Lawyer/Attorney_(Holy_See_(Vatican_City_State)),Lawyer/Attorney (Holy See,Vatican City State)
3703,0,Lawyer/Attorney_(Indonesia),Lawyer/Attorney,Indonesia
3704,0,Lawyer/Attorney_(Jamaica),Lawyer/Attorney,Jamaica
3705,0,Lawyer/Attorney_(Jordan),Lawyer/Attorney,Jordan
3706,0,Lawyer/Attorney_(Kenya),Lawyer/Attorney,Kenya
3707,0,Lawyer/Attorney_(Liberia),Lawyer/Attorney,Liberia
3708,0,Lawyer/Attorney_(Libya),Lawyer/Attorney,Libya
3709,0,Lawyer/Attorney_(Luxembourg),Lawyer/Attorney,Luxembourg
3710,0,Lawyer/Attorney_(Malaysia),Lawyer/Attorney,Malaysia
3711,0,Lawyer/Attorney_(Montenegro),Lawyer/Attorney,Montenegro
3712,0,Lawyer/Attorney_(Mozambique),Lawyer/Attorney,Mozambique
3713,0,Lawyer/Attorney_(Myanmar),Lawyer/Attorney,Myanmar
3714,0,Lawyer/Attorney_(Nauru),Lawyer/Attorney,Nauru
3715,0,"Lawyer/Attorney_(Palestinian_Territory,_Occupied)",Lawyer/Attorney,Palestinian Territory  Occupied
3716,0,Lawyer/Attorney_(Peru),Lawyer/Attorney,Peru
3717,0,Lawyer/Attorney_(Philippines),Lawyer/Attorney,Philippines
3718,0,Lawyer/Attorney_(Portugal),Lawyer/Attorney,Portugal
3719,0,Lawyer/Attorney_(Romania),Lawyer/Attorney,Romania
3720,0,Lawyer/Attorney_(Russia),Lawyer/Attorney,Russia
3721,0,Lawyer/Attorney_(Senegal),Lawyer/Attorney,Senegal
3722,0,Lawyer/Attorney_(Sierra_Leone),Lawyer/Attorney,Sierra Leone
3723,0,Lawyer/Attorney_(South_Korea),Lawyer/Attorney,South Korea
3724,0,Lawyer/Attorney_(Turkey),Lawyer/Attorney,Turkey
3725,0,Lawyer/Attorney_(Uganda),Lawyer/Attorney,Uganda
3726,0,Lawyer/Attorney_(United_Kingdom),Lawyer/Attorney,United Kingdom
3727,0,Lawyer/Attorney_(United_States),Lawyer/Attorney,United States
3728,0,Lawyer/Attorney_(Zambia),Lawyer/Attorney,Zambia
3729,0,Lazarus_Baez,Lazarus Baez,Unknown
3730,0,Lazarus_Chakwera,Lazarus Chakwera,Unknown
3731,0,Le_Hong_Anh,Le Hong Anh,Unknown
3732,0,Le_Jour,Le Jour,Unknown
3733,0,Le_Luong_Minh,Le Luong Minh,Unknown
3734,0,Lee_Myung_Bak,Lee Myung Bak,Unknown
3735,0,Lee_Rigby,Lee Rigby,Unknown
3736,0,Left_Party_(Greece),Left Party,Greece
3737,0,Left_Party_(Sweden),Left Party,Sweden
3738,0,Left_Party_(Turkey),Left Party,Turkey
3739,0,Legislature_(Africa),Legislature,Africa
3740,0,Legislature_(Algeria),Legislature,Algeria
3741,0,Legislature_(Argentina),Legislature,Argentina
3742,0,Legislature_(Bangladesh),Legislature,Bangladesh
3743,0,Legislature_(Belarus),Legislature,Belarus
3744,0,Legislature_(Bosnia_and_Herzegovina),Legislature,Bosnia and Herzegovina
3745,0,Legislature_(Chile),Legislature,Chile
3746,0,Legislature_(China),Legislature,China
3747,0,Legislature_(Cook_Islands),Legislature,Cook Islands
3748,0,Legislature_(Czech_Republic),Legislature,Czech Republic
3749,0,Legislature_(Ecuador),Legislature,Ecuador
3750,0,Legislature_(Estonia),Legislature,Estonia
3751,0,Legislature_(Finland),Legislature,Finland
3752,0,Legislature_(Gabon),Legislature,Gabon
3753,0,Legislature_(Germany),Legislature,Germany
3754,0,Legislature_(Greece),Legislature,Greece
3755,0,Legislature_(Guyana),Legislature,Guyana
3756,0,Legislature_(Holy_See_(Vatican_City_State)),Legislature (Holy See,Vatican City State)
3757,0,Legislature_(Indonesia),Legislature,Indonesia
3758,0,Legislature_(Iraq),Legislature,Iraq
3759,0,Legislature_(Israel),Legislature,Israel
3760,0,Legislature_(Italy),Legislature,Italy
3761,0,Legislature_(Jamaica),Legislature,Jamaica
3762,0,Legislature_(Lebanon),Legislature,Lebanon
3763,0,Legislature_(Lesotho),Legislature,Lesotho
3764,0,Legislature_(Libya),Legislature,Libya
3765,0,Legislature_(Mongolia),Legislature,Mongolia
3766,0,Legislature_(Namibia),Legislature,Namibia
3767,0,Legislature_(Pakistan),Legislature,Pakistan
3768,0,Legislature_(Peru),Legislature,Peru
3769,0,Legislature_(Romania),Legislature,Romania
3770,0,Legislature_(Russia),Legislature,Russia
3771,0,Legislature_(Sao_Tome_and_Principe),Legislature,Sao Tome and Principe
3772,0,Legislature_(Senegal),Legislature,Senegal
3773,0,Legislature_(Serbia),Legislature,Serbia
3774,0,Legislature_(South_Africa),Legislature,South Africa
3775,0,Legislature_(South_Korea),Legislature,South Korea
3776,0,Legislature_(Spain),Legislature,Spain
3777,0,Legislature_(Sweden),Legislature,Sweden
3778,0,Legislature_(Syria),Legislature,Syria
3779,0,Legislature_(Tanzania),Legislature,Tanzania
3780,0,Legislature_(Turkey),Legislature,Turkey
3781,0,Legislature_(United_States),Legislature,United States
3782,0,Legislature_(Vanuatu),Legislature,Vanuatu
3783,0,Legislature_(Zimbabwe),Legislature,Zimbabwe
3784,0,Leila_Zerrougui,Leila Zerrougui,Unknown
3785,0,Len_Brown,Len Brown,Unknown
3786,0,Leon_Panetta,Leon Panetta,Unknown
3787,0,Leopoldo_Dominico_Petilla,Leopoldo Dominico Petilla,Unknown
3788,0,Leopoldo_López,Leopoldo López,Unknown
3789,0,Leslie_Caldwell,Leslie Caldwell,Unknown
3790,0,Lesotho,Lesotho,Unknown
3791,0,Levon_Ter-Petrosyan,Levon Ter-Petrosyan,Unknown
3792,0,Leyla_Yunus,Leyla Yunus,Unknown
3793,0,Leymah_Roberta_Gbowee,Leymah Roberta Gbowee,Unknown
3794,0,Li_Hui,Li Hui,Unknown
3795,0,Liang_Yang,Liang Yang,Unknown
3796,0,Liaqat_Baloch,Liaqat Baloch,Unknown
3797,0,Liberal_Democratic_Party_(Romania),Liberal Democratic Party,Romania
3798,0,Liberal_Democratic_Party_(United_Kingdom),Liberal Democratic Party,United Kingdom
3799,0,Liberal_Democratic_Party_of_Russia,Liberal Democratic Party of Russia,Unknown
3800,0,Liberal_National_Party,Liberal National Party,Unknown
3801,0,Liberal_Party_(Canada),Liberal Party,Canada
3802,0,Liberal_Party_(Fiji),Liberal Party,Fiji
3803,0,Liberal_Party_(Hong_Kong),Liberal Party,Hong Kong
3804,0,Liberal_Party_(Moldova),Liberal Party,Moldova
3805,0,Liberal_Party_(Romania),Liberal Party,Romania
3806,0,Liberals_(Canada),Liberals,Canada
3807,0,Liberals_(Egypt),Liberals,Egypt
3808,0,Liberals_(Senegal),Liberals,Senegal
3809,0,Liberian_Coast_Guard,Liberian Coast Guard,Unknown
3810,0,Libya_TV,Libya TV,Unknown
3811,0,Lien_Chan,Lien Chan,Unknown
3812,0,Likud,Likud,Unknown
3813,0,Lilian_Samaniego,Lilian Samaniego,Unknown
3814,0,Limpopo_Police,Limpopo Police,Unknown
3815,0,Lin_Chia-lung,Lin Chia-lung,Unknown
3816,0,Lin_Yi-hsiung,Lin Yi-hsiung,Unknown
3817,0,Lindiwe_Nonceba_Sisulu,Lindiwe Nonceba Sisulu,Unknown
3818,0,Lionel_Jospin,Lionel Jospin,Unknown
3819,0,Lithuanian_Armed_Forces,Lithuanian Armed Forces,Unknown
3820,0,Liu_Han,Liu Han,Unknown
3821,0,Liu_Jianchao,Liu Jianchao,Unknown
3822,0,Liu_Jieyi,Liu Jieyi,Unknown
3823,0,Liu_Xiaobo,Liu Xiaobo,Unknown
3824,0,Liu_Yandong,Liu Yandong,Unknown
3825,0,Liu_Zhenmin,Liu Zhenmin,Unknown
3826,0,Liviu_Voinea,Liviu Voinea,Unknown
3827,0,Liwaa_Semeism,Liwaa Semeism,Unknown
3828,0,Liyel_Imoke,Liyel Imoke,Unknown
3829,0,Liz_O'Donnell,Liz O'Donnell,Unknown
3830,0,Lloyd_Austin,Lloyd Austin,Unknown
3831,0,Lloyds_Banking,Lloyds Banking,Unknown
3832,0,Local_Media_(Angola),Local Media,Angola
3833,0,Local_Media_(Argentina),Local Media,Argentina
3834,0,Local_Media_(Bosnia_and_Herzegovina),Local Media,Bosnia and Herzegovina
3835,0,Local_Media_(Brazil),Local Media,Brazil
3836,0,Local_Media_(Macedonia),Local Media,Macedonia
3837,0,Local_Media_(Switzerland),Local Media,Switzerland
3838,0,Local_Media_(Turkey),Local Media,Turkey
3839,0,Local_Media_(Ukraine),Local Media,Ukraine
3840,0,Local_Media_(Venezuela),Local Media,Venezuela
3841,0,Looter_(Central_African_Republic),Looter,Central African Republic
3842,0,Looter_(Nigeria),Looter,Nigeria
3843,0,Loren_Legarda,Loren Legarda,Unknown
3844,0,Louis_Bapes,Louis Bapes,Unknown
3845,0,Louise_Mushikiwabo,Louise Mushikiwabo,Unknown
3846,0,Lower_House_of_Parliament_(Afghanistan),Lower House of Parliament,Afghanistan
3847,0,Lower_House_of_Parliament_(France),Lower House of Parliament,France
3848,0,Lower_House_of_Parliament_(Germany),Lower House of Parliament,Germany
3849,0,Lubomír_Galko,Lubomír Galko,Unknown
3850,0,Lubomír_Jahnátek,Lubomír Jahnátek,Unknown
3851,0,Lucia_Zitnanská,Lucia Zitnanská,Unknown
3852,0,Lui_Tuck_Yew,Lui Tuck Yew,Unknown
3853,0,Luis_Alberto_Lacalle,Luis Alberto Lacalle,Unknown
3854,0,Luis_Alfonso_Hoyos,Luis Alfonso Hoyos,Unknown
3855,0,Luis_Beder_Herrera,Luis Beder Herrera,Unknown
3856,0,Luis_G._León_Rodríguez,Luis G. León Rodríguez,Unknown
3857,0,Luis_Miguel_Castilla,Luis Miguel Castilla,Unknown
3858,0,Luis_de_Almagro,Luis de Almagro,Unknown
3859,0,Luiz_Inacio_Lula_Da_Silva,Luiz Inacio Lula Da Silva,Unknown
3860,0,Luke_Foley,Luke Foley,Unknown
3861,0,Lulama_Marytheresa_Xingwana,Lulama Marytheresa Xingwana,Unknown
3862,0,Lulzim_Basha,Lulzim Basha,Unknown
3863,0,Lung_Ying-tai,Lung Ying-tai,Unknown
3864,0,Lungelo_Dlamini,Lungelo Dlamini,Unknown
3865,0,Luo_Ying-shay,Luo Ying-shay,Unknown
3866,0,Lyutvi_Mestan,Lyutvi Mestan,Unknown
3867,0,M.K._Narayanan,M.K. Narayanan,Unknown
3868,0,M.R._Sharma,M.R. Sharma,Unknown
3869,0,M._Scindia,M. Scindia,Unknown
3870,0,Ma_Xiaoguang,Ma Xiaoguang,Unknown
3871,0,Ma_Ying_Jeou,Ma Ying Jeou,Unknown
3872,0,Maasai,Maasai,Unknown
3873,0,Macky_Sall,Macky Sall,Unknown
3874,0,Madagascar,Madagascar,Unknown
3875,0,Madeleine_Albright,Madeleine Albright,Unknown
3876,0,Madeleine_McCann,Madeleine McCann,Unknown
3877,0,Magyar_Nemzet,Magyar Nemzet,Unknown
3878,0,Mahamadou_Issoufou,Mahamadou Issoufou,Unknown
3879,0,Mahamat_Saleh_Annadif,Mahamat Saleh Annadif,Unknown
3880,0,Mahammed_Boun_Abdallah_Dionne,Mahammed Boun Abdallah Dionne,Unknown
3881,0,Mahathir_Mohamad,Mahathir Mohamad,Unknown
3882,0,Mahdi_Army,Mahdi Army,Unknown
3883,0,Mahendra_Pandey,Mahendra Pandey,Unknown
3884,0,Mahinda_Rajapaksa,Mahinda Rajapaksa,Unknown
3885,0,Mahmoud_Ahmadinejad,Mahmoud Ahmadinejad,Unknown
3886,0,Mahmoud_Ali_Othman,Mahmoud Ali Othman,Unknown
3887,0,Main_Opposition_(Al_Wefaq_National_Islamic_Society),Main Opposition,Al Wefaq National Islamic Society
3888,0,Main_Opposition_(Algeria),Main Opposition,Algeria
3889,0,Main_Opposition_(Bahrain),Main Opposition,Bahrain
3890,0,Main_Opposition_(Benin),Main Opposition,Benin
3891,0,Main_Opposition_(Burkina_Faso),Main Opposition,Burkina Faso
3892,0,Main_Opposition_(Canada),Main Opposition,Canada
3893,0,Main_Opposition_(Cote_d'Ivoire),Main Opposition,Cote d'Ivoire
3894,0,Main_Opposition_(Fiji),Main Opposition,Fiji
3895,0,Main_Opposition_(Georgia),Main Opposition,Georgia
3896,0,Main_Opposition_(Germany),Main Opposition,Germany
3897,0,Main_Opposition_(Greece),Main Opposition,Greece
3898,0,Main_Opposition_(Haiti),Main Opposition,Haiti
3899,0,Main_Opposition_(Israel),Main Opposition,Israel
3900,0,Main_Opposition_(Jordan),Main Opposition,Jordan
3901,0,Main_Opposition_(Slovakia),Main Opposition,Slovakia
3902,0,Main_Opposition_(South_Africa),Main Opposition,South Africa
3903,0,Main_Opposition_(Sri_Lanka),Main Opposition,Sri Lanka
3904,0,Main_Opposition_(Syria),Main Opposition,Syria
3905,0,Main_Opposition_(Turkey),Main Opposition,Turkey
3906,0,Main_Opposition_(United_Kingdom),Main Opposition,United Kingdom
3907,0,Main_Opposition_(Your_Party),Main Opposition,Your Party
3908,0,Mainland_Affairs_Council,Mainland Affairs Council,Unknown
3909,0,Maithripala_Sirisena,Maithripala Sirisena,Unknown
3910,0,Maja_Kocijancic,Maja Kocijancic,Unknown
3911,0,Majid_Takht_Ravanchi,Majid Takht Ravanchi,Unknown
3912,0,Majid_bin_Muhammad_al_Majid,Majid bin Muhammad al Majid,Unknown
3913,0,Makame_Mbarawa,Makame Mbarawa,Unknown
3914,0,Makerere_University,Makerere University,Unknown
3915,0,Makhotso_Magdeline_Sotyu,Makhotso Magdeline Sotyu,Unknown
3916,0,Makis_Voridis,Makis Voridis,Unknown
3917,0,Mala_Bakhtiyar,Mala Bakhtiyar,Unknown
3918,0,Malala_Yousafzai,Malala Yousafzai,Unknown
3919,0,Malawi,Malawi,Unknown
3920,0,Malawi_Congress_Party,Malawi Congress Party,Unknown
3921,0,Malawi_Electoral_Commission,Malawi Electoral Commission,Unknown
3922,0,Malaysia,Malaysia,Unknown
3923,0,Malaysian_Indian_Congress,Malaysian Indian Congress,Unknown
3924,0,Malaysian_People's_Party,Malaysian People's Party,Unknown
3925,0,Malcolm_Bligh_Turnbull,Malcolm Bligh Turnbull,Unknown
3926,0,Maldives,Maldives,Unknown
3927,0,Malik_Agar,Malik Agar,Unknown
3928,0,Mallam_Isa_Yuguda,Mallam Isa Yuguda,Unknown
3929,0,Malta,Malta,Unknown
3930,0,Mamadou_Diop,Mamadou Diop,Unknown
3931,0,Mamadou_Ndala,Mamadou Ndala,Unknown
3932,0,Mambury_Njie,Mambury Njie,Unknown
3933,0,Mamnoon_Hussain,Mamnoon Hussain,Unknown
3934,0,Mandla_Mandela,Mandla Mandela,Unknown
3935,0,Manik_Sarkar,Manik Sarkar,Unknown
3936,0,Manish_Sisodia,Manish Sisodia,Unknown
3937,0,Mano,Mano,Unknown
3938,0,Manohar_Lal_Khattar,Manohar Lal Khattar,Unknown
3939,0,Mansour_Al-Otaibi,Mansour Al-Otaibi,Unknown
3940,0,Manto_Tshabalala-Msimang,Manto Tshabalala-Msimang,Unknown
3941,0,Manuel_Augusto,Manuel Augusto,Unknown
3942,0,Manuel_Garrido,Manuel Garrido,Unknown
3943,0,Manuel_Monteiro_de_Castro,Manuel Monteiro de Castro,Unknown
3944,0,Manuel_Nunes_Júnior,Manuel Nunes Júnior,Unknown
3945,0,Manuel_Pulgar_Vidal,Manuel Pulgar Vidal,Unknown
3946,0,Manuel_Zelaya,Manuel Zelaya,Unknown
3947,0,Mara_Salvatrucha,Mara Salvatrucha,Unknown
3948,0,Marco_Aurélio_Garcia,Marco Aurélio Garcia,Unknown
3949,0,Marco_Hausiku,Marco Hausiku,Unknown
3950,0,Margaret_Alva,Margaret Alva,Unknown
3951,0,Margaret_Chan,Margaret Chan,Unknown
3952,0,Margaret_Hodge,Margaret Hodge,Unknown
3953,0,Mari_Pili_Hernandez,Mari Pili Hernandez,Unknown
3954,0,Maria_Kiwanuka,Maria Kiwanuka,Unknown
3955,0,Maria_Mutagamba,Maria Mutagamba,Unknown
3956,0,Maria_Servini_de_Cubria,Maria Servini de Cubria,Unknown
3957,0,Marian_Harkin,Marian Harkin,Unknown
3958,0,Marilyn_Ogar,Marilyn Ogar,Unknown
3959,0,Marine_Corp_(China),Marine Corp,China
3960,0,Marine_Corp_(Russia),Marine Corp,Russia
3961,0,Marine_Corp_(Taiwan),Marine Corp,Taiwan
3962,0,Marine_Corp_(Thailand),Marine Corp,Thailand
3963,0,Mario_Mauro,Mario Mauro,Unknown
3964,0,Mario_Monti,Mario Monti,Unknown
3965,0,Mark_Francois,Mark Francois,Unknown
3966,0,Mark_James_Mwandosya,Mark James Mwandosya,Unknown
3967,0,Mark_Lyall_Grant,Mark Lyall Grant,Unknown
3968,0,Mark_McGowan,Mark McGowan,Unknown
3969,0,Mark_Simmonds,Mark Simmonds,Unknown
3970,0,Marou_Amadou,Marou Amadou,Unknown
3971,0,Mars_Di_Bartolomeo,Mars Di Bartolomeo,Unknown
3972,0,Marta_Lucía_Ramírez,Marta Lucía Ramírez,Unknown
3973,0,Martha_Karua,Martha Karua,Unknown
3974,0,Martin_Barták,Martin Barták,Unknown
3975,0,Martin_Belaunde_Lossio,Martin Belaunde Lossio,Unknown
3976,0,Martin_Indyk,Martin Indyk,Unknown
3977,0,Martin_Lidegaard,Martin Lidegaard,Unknown
3978,0,Martin_Lomuro,Martin Lomuro,Unknown
3979,0,Martin_McGuinness,Martin McGuinness,Unknown
3980,0,Martin_Spegelj,Martin Spegelj,Unknown
3981,0,Martin_Stropnický,Martin Stropnický,Unknown
3982,0,Martin_Wambora,Martin Wambora,Unknown
3983,0,Martine_Ouellet,Martine Ouellet,Unknown
3984,0,Marwan_Charbel,Marwan Charbel,Unknown
3985,0,Mary_Broh,Mary Broh,Unknown
3986,0,Mary_Robinson,Mary Robinson,Unknown
3987,0,Marziyeh_Afkham,Marziyeh Afkham,Unknown
3988,0,María_Ángela_Holguín,María Ángela Holguín,Unknown
3989,0,Masagos_Zulkifli,Masagos Zulkifli,Unknown
3990,0,Massoud_Barzani,Massoud Barzani,Unknown
3991,0,Mathew_Batsiua,Mathew Batsiua,Unknown
3992,0,Mathias_Meinrad_Chikawe,Mathias Meinrad Chikawe,Unknown
3993,0,Maurice_Williamson,Maurice Williamson,Unknown
3994,0,Mauricio_Domogan,Mauricio Domogan,Unknown
3995,0,Mauritania,Mauritania,Unknown
3996,0,Mauritius,Mauritius,Unknown
3997,0,Mauro_Borges,Mauro Borges,Unknown
3998,0,Maxon_Mbendera,Maxon Mbendera,Unknown
3999,0,Maxwell_Gicheru,Maxwell Gicheru,Unknown
4000,0,Mayotte,Mayotte,Unknown
4001,0,Mazda,Mazda,Unknown
4002,0,Mbhazima_Samuel_Shilowa,Mbhazima Samuel Shilowa,Unknown
4003,0,Medha_Patkar,Medha Patkar,Unknown
4004,0,Media_(Africa),Media,Africa
4005,0,Media_(Argentina),Media,Argentina
4006,0,Media_(Austria),Media,Austria
4007,0,Media_(Azerbaijan),Media,Azerbaijan
4008,0,Media_(Bahrain),Media,Bahrain
4009,0,Media_(Benin),Media,Benin
4010,0,Media_(Bolivia),Media,Bolivia
4011,0,Media_(China),Media,China
4012,0,Media_(Colombia),Media,Colombia
4013,0,Media_(Curacao),Media,Curacao
4014,0,Media_(Cyprus),Media,Cyprus
4015,0,Media_(Czech_Republic),Media,Czech Republic
4016,0,Media_(Denmark),Media,Denmark
4017,0,Media_(Greece),Media,Greece
4018,0,Media_(Haiti),Media,Haiti
4019,0,Media_(India),Media,India
4020,0,Media_(Japan),Media,Japan
4021,0,Media_(Kenya),Media,Kenya
4022,0,Media_(Kyrgyzstan),Media,Kyrgyzstan
4023,0,Media_(Latvia),Media,Latvia
4024,0,Media_(Lebanon),Media,Lebanon
4025,0,Media_(Liberia),Media,Liberia
4026,0,Media_(Lithuania),Media,Lithuania
